股票,市场,名称,行业模型,优质池等级,综合优质分,基础理论分,去短历史封顶分,去短历史封顶等级,是否因历史数据封顶,是否因历史数据受限,是否因排雷状态扣分,是否因规则AI分歧扣分,封顶原因,规则质量评级,规则质量分,AI评级,数据年数,历史可信度,数据质量,数据质量分,风险扣分,质量理由,综合观察
EXPO,US,"Exponent, Inc. - Common Stock",周期,优质池,78.0,92.7,92.7,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
MCRI,US,"Monarch Casino & Resort, Inc. - Common Stock",通用,优质池,78.0,92.7,92.7,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
META,US,"Meta Platforms, Inc. - Class A Common Stock",科技,优质池,78.0,92.7,92.7,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平；成熟科技现金流龙头：高ROE、强FCF、无亏损且OCF持续为正,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
SNA,US,Snap-On Incorporated Common Stock,通用,优质池,78.0,92.7,92.7,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
AMPH,US,"Amphastar Pharmaceuticals, Inc. - Common Stock",通用,优质池,78.0,92.6,92.6,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
NSSC,US,"NAPCO Security Technologies, Inc. - Common Stock",通用,优质池,78.0,92.6,92.6,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
MLI,US,"Mueller Industries, Inc. Common Stock",通用,优质池,78.0,92.5,92.5,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
RDY,US,Dr. Reddy's Laboratories Ltd Common Stock,通用,优质池,78.0,92.5,92.5,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
TREX,US,"Trex Company, Inc. Common Stock",通用,优质池,78.0,92.5,92.5,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
BBW,US,"Build-A-Bear Workshop, Inc. Common Stock",消费,优质池,78.0,92.4,92.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
BOOT,US,"Boot Barn Holdings, Inc. Common Stock",消费,优质池,78.0,92.4,92.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
GIC,US,Global Industrial Company Common Stock,通用,优质池,78.0,92.4,92.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
MSFT,US,Microsoft Corporation - Common Stock,科技,优质池,78.0,92.4,92.4,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平；成熟科技现金流龙头：高ROE、强FCF、无亏损且OCF持续为正,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
MHO,US,"M/I Homes, Inc. Common Stock",周期,优质池,78.0,92.3,92.3,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
TOL,US,"Toll Brothers, Inc. Common Stock",周期,优质池,78.0,92.3,92.3,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
CNI,US,Canadian National Railway Company Common Stock,通用,优质池,78.0,92.2,92.2,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
FTLF,US,"FitLife Brands, Inc. - Common Stock",消费,优质池,78.0,92.2,92.2,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
MPTI,US,"M-tron Industries, Inc. Common Stock",科技,优质池,78.0,92.2,92.2,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
ROST,US,"Ross Stores, Inc. - Common Stock",消费,优质池,78.0,92.2,92.2,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
DHI,US,"D.R. Horton, Inc. Common Stock",周期,优质池,78.0,92.1,92.1,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
IMPP,US,Imperial Petroleum Inc. - Common Shares,周期,优质池,78.0,92.1,92.1,核心优质池,是,是,否,否,短历史封顶生效,优质候选,100,优质候选,4,C 短历史,Medium,80,短历史封顶,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则质量评级与AI评级一致；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
