股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
000563,CN,陕国投Ａ,-,通用,ROE、现金流、资产负债率,-,-,6.7%,1.8%,-,35.7%,-,-,未分红/不适用,-,0,30,0,Insufficient,未知,数据不足,0,数据年数不足，无法进行可靠筛选
000564,CN,供销大集,-,通用,ROE、现金流、资产负债率,-,-,-6.1%,9.8%,-,51.9%,-,-,未分红/不适用,3.1%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
000565,CN,渝三峡Ａ,-,通用,ROE、现金流、资产负债率,-,-,15.5%,20.7%,-,22.3%,-,-,未分红/不适用,-5.2%,10,10,100,High,未知,警惕,55,10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
000566,CN,海南海药,-,通用,ROE、现金流、资产负债率,-,-,-27.7%,59.4%,-,97.9%,-,-,未分红/不适用,-20.3%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；近5年营收明显下滑
000567,CN,海德股份,-,通用,ROE、现金流、资产负债率,-,-,9.2%,8.4%,-,42.2%,-,-,未分红/不适用,1.4%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000568,CN,泸州老窖,-,通用,ROE、现金流、资产负债率,-,-,26.7%,5.8%,-,23.0%,-,-,未分红/不适用,5.7%,10,10,100,High,未知,通过,100,-
000570,CN,苏常柴Ａ,-,通用,ROE、现金流、资产负债率,-,-,7.8%,16.6%,-,36.8%,-,-,未分红/不适用,0.2%,10,10,100,High,未知,警惕,85,10年ROE波动较大
000571,CN,新大洲A,-,通用,ROE、现金流、资产负债率,-,-,-28.2%,52.9%,-,67.8%,-,-,未分红/不适用,-19.1%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
000572,CN,海马汽车,-,通用,ROE、现金流、资产负债率,-,-,-14.7%,18.4%,-,55.3%,-,-,未分红/不适用,0.9%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
000573,CN,粤宏远Ａ,-,通用,ROE、现金流、资产负债率,-,-,3.1%,5.4%,-,23.5%,-,-,未分红/不适用,-18.0%,10,10,100,High,未知,排除,5,10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
000576,CN,甘化科工,-,通用,ROE、现金流、资产负债率,-,-,5.0%,18.2%,-,26.3%,-,-,未分红/不适用,-1.6%,10,10,100,High,未知,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
000581,CN,威孚高科,-,通用,ROE、现金流、资产负债率,-,-,17.9%,16.7%,-,29.7%,-,-,未分红/不适用,-3.2%,10,10,100,High,未知,警惕,85,10年ROE波动较大
000586,CN,汇源通信,-,科技,营收增长、自由现金流、研发投入效率,-,-,0.8%,23.1%,-,48.4%,-,-,未分红/不适用,3.3%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
000589,CN,贵州轮胎,-,通用,ROE、现金流、资产负债率,-,-,11.0%,14.0%,-,50.9%,-,-,未分红/不适用,10.5%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
000590,CN,古汉医药,-,通用,ROE、现金流、资产负债率,-,-,1.6%,11.3%,-,38.2%,-,-,未分红/不适用,2.9%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
000591,CN,太阳能,-,通用,ROE、现金流、资产负债率,-,-,6.7%,1.4%,-,53.9%,-,-,未分红/不适用,-8.4%,10,10,100,High,未知,警惕,85,近5年营收增长偏弱
000592,CN,平潭发展,-,通用,ROE、现金流、资产负债率,-,-,18.7%,40.0%,-,45.0%,-,-,未分红/不适用,-4.8%,10,10,100,High,未知,排除,30,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大
000593,CN,德龙汇能,-,通用,ROE、现金流、资产负债率,-,-,-2.5%,10.6%,-,50.0%,-,-,未分红/不适用,0.2%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
000596,CN,古井贡酒,-,通用,ROE、现金流、资产负债率,-,-,20.4%,3.7%,-,31.7%,-,-,未分红/不适用,9.1%,10,10,100,High,未知,通过,100,-
000597,CN,东北制药,-,通用,ROE、现金流、资产负债率,-,-,7.8%,8.1%,-,56.0%,-,-,未分红/不适用,-3.5%,10,10,100,High,未知,通过,100,-
000598,CN,兴蓉环境,-,通用,ROE、现金流、资产负债率,-,-,10.8%,0.8%,-,58.1%,-,-,未分红/不适用,7.7%,10,10,100,High,未知,通过,100,-
000599,CN,青岛双星,-,通用,ROE、现金流、资产负债率,-,-,-10.1%,40.8%,-,85.0%,-,-,未分红/不适用,4.2%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高
000600,CN,建投能源,-,通用,ROE、现金流、资产负债率,-,-,3.7%,9.8%,-,59.2%,-,-,未分红/不适用,10.9%,10,10,100,High,未知,排除,45,10年净利润波动较大；长期ROE低于5%
000601,CN,韶能股份,-,通用,ROE、现金流、资产负债率,-,-,9.5%,17.5%,-,65.9%,-,-,未分红/不适用,4.8%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
000603,CN,盛达资源,-,通用,ROE、现金流、资产负债率,-,-,14.8%,5.9%,-,44.5%,-,-,未分红/不适用,10.7%,10,10,100,High,未知,通过,100,-
000605,CN,渤海股份,-,通用,ROE、现金流、资产负债率,-,-,46.1%,40.2%,-,67.0%,-,-,未分红/不适用,0.8%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
000607,CN,华媒控股,-,通用,ROE、现金流、资产负债率,-,-,-4.9%,20.6%,-,57.1%,-,-,未分红/不适用,-10.8%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000612,CN,焦作万方,-,通用,ROE、现金流、资产负债率,-,-,6.1%,7.2%,-,17.6%,-,-,未分红/不适用,7.2%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000617,CN,中油资本,-,通用,ROE、现金流、资产负债率,-,-,7.5%,2.6%,-,83.0%,-,-,未分红/不适用,2.2%,10,10,100,High,未知,警惕,85,资产负债率偏高
000619,CN,海螺新材,-,通用,ROE、现金流、资产负债率,-,-,2.7%,36.9%,-,43.9%,-,-,未分红/不适用,-1.7%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
000620,CN,盈新发展,-,通用,ROE、现金流、资产负债率,-,-,-8.4%,30.2%,-,61.6%,-,-,未分红/不适用,-33.2%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
000623,CN,吉林敖东,-,通用,ROE、现金流、资产负债率,-,-,7.1%,1.7%,-,10.3%,-,-,未分红/不适用,0.3%,10,10,100,High,未知,通过,100,-
000625,CN,长安汽车,-,通用,ROE、现金流、资产负债率,-,-,9.6%,9.0%,-,59.6%,-,-,未分红/不适用,11.8%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000626,CN,远大控股,-,通用,ROE、现金流、资产负债率,-,-,-0.3%,10.0%,-,66.4%,-,-,未分红/不适用,-2.1%,10,10,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
000628,CN,高新发展,-,通用,ROE、现金流、资产负债率,-,-,9.6%,6.4%,-,82.4%,-,-,未分红/不适用,-6.8%,10,10,100,High,未知,警惕,55,10年净利润波动较大；资产负债率偏高；近5年营收增长偏弱
000629,CN,钒钛股份,-,通用,ROE、现金流、资产负债率,-,-,-4.4%,48.0%,-,13.1%,-,-,未分红/不适用,-10.8%,10,10,100,High,未知,排除,15,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000630,CN,铜陵有色,-,周期,利润波动、ROE波动、资本开支周期,-,-,7.2%,4.8%,-,53.6%,-,-,未分红/不适用,7.2%,10,10,100,High,未知,通过,100,-
000631,CN,顺发恒能,-,通用,ROE、现金流、资产负债率,-,-,16.3%,29.9%,-,19.7%,-,-,未分红/不适用,16.0%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
000633,CN,合金投资,-,通用,ROE、现金流、资产负债率,-,-,2.5%,7.5%,-,56.1%,-,-,未分红/不适用,15.4%,10,10,100,High,未知,排除,45,10年净利润波动较大；长期ROE低于5%
000635,CN,英 力 特,-,通用,ROE、现金流、资产负债率,-,-,-3.2%,35.1%,-,50.6%,-,-,未分红/不适用,-7.1%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000636,CN,风华高科,-,通用,ROE、现金流、资产负债率,-,-,6.5%,6.3%,-,23.6%,-,-,未分红/不适用,3.3%,10,10,100,High,未知,通过,100,-
000637,CN,茂化实华,-,通用,ROE、现金流、资产负债率,-,-,5.8%,29.9%,-,69.0%,-,-,未分红/不适用,-13.6%,10,10,100,High,未知,排除,15,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
000650,CN,仁和药业,-,通用,ROE、现金流、资产负债率,-,-,11.9%,3.2%,-,10.4%,-,-,未分红/不适用,-8.0%,10,10,100,High,未知,警惕,85,近5年营收增长偏弱
000651,CN,格力电器,-,通用,ROE、现金流、资产负债率,-,-,26.4%,5.9%,-,61.7%,-,-,未分红/不适用,-2.5%,10,10,100,High,未知,通过,100,-
000652,CN,泰达股份,-,通用,ROE、现金流、资产负债率,-,-,4.4%,4.0%,-,84.2%,-,-,未分红/不适用,-4.2%,10,10,100,High,未知,排除,30,10年净利润波动较大；长期ROE低于5%；资产负债率偏高
000655,CN,金岭矿业,-,通用,ROE、现金流、资产负债率,-,-,2.1%,9.9%,-,13.3%,-,-,未分红/不适用,-2.3%,10,10,100,High,未知,排除,45,10年净利润波动较大；长期ROE低于5%
000657,CN,中钨高新,-,通用,ROE、现金流、资产负债率,-,-,12.2%,12.1%,-,50.8%,-,-,未分红/不适用,9.9%,10,10,100,High,未知,警惕,70,10年ROE波动较大；10年净利润波动较大
000659,CN,珠海中富,-,通用,ROE、现金流、资产负债率,-,-,-24.8%,32.4%,-,99.3%,-,-,未分红/不适用,-9.1%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；近5年营收增长偏弱
000661,CN,长春高新,-,通用,ROE、现金流、资产负债率,-,-,27.0%,16.1%,-,17.3%,-,-,未分红/不适用,3.0%,10,10,100,High,未知,警惕,85,10年ROE波动较大
000663,CN,永安林业,-,通用,ROE、现金流、资产负债率,-,-,-6.6%,34.5%,-,37.3%,-,-,未分红/不适用,-10.5%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000665,CN,湖北广电,-,通用,ROE、现金流、资产负债率,-,-,-6.9%,11.0%,-,65.1%,-,-,未分红/不适用,-8.6%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000670,CN,盈方微,-,通用,ROE、现金流、资产负债率,-,-,-111.5%,147.6%,-,77.4%,-,-,未分红/不适用,13.2%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高
000672,CN,上峰水泥,-,通用,ROE、现金流、资产负债率,-,-,25.2%,18.9%,-,41.3%,-,-,未分红/不适用,-13.3%,10,10,100,High,未知,警惕,70,10年ROE波动较大；近5年营收增长偏弱
000676,CN,智度股份,-,通用,ROE、现金流、资产负债率,-,-,-0.0%,20.8%,-,14.3%,-,-,未分红/不适用,-8.4%,10,10,100,High,未知,排除,15,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000678,CN,襄阳轴承,-,通用,ROE、现金流、资产负债率,-,-,4.9%,31.6%,-,65.1%,-,-,未分红/不适用,4.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
000679,CN,大连友谊,-,通用,ROE、现金流、资产负债率,-,-,-10.7%,42.1%,-,93.6%,-,-,未分红/不适用,24.3%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高
000680,CN,山推股份,-,通用,ROE、现金流、资产负债率,-,-,8.3%,8.1%,-,66.0%,-,-,未分红/不适用,12.4%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000681,CN,视觉中国,-,通用,ROE、现金流、资产负债率,-,-,6.3%,3.7%,-,16.0%,-,-,未分红/不适用,4.3%,10,10,100,High,未知,通过,100,-
000682,CN,东方电子,-,科技,营收增长、自由现金流、研发投入效率,-,-,9.4%,4.2%,-,54.3%,-,-,未分红/不适用,16.9%,10,10,100,High,未知,通过,100,-
000683,CN,博源化工,-,周期,利润波动、ROE波动、资本开支周期,-,-,19.1%,22.5%,-,56.0%,-,-,未分红/不适用,-0.1%,10,10,100,High,未知,警惕,40,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大
000685,CN,中山公用,-,通用,ROE、现金流、资产负债率,-,-,8.3%,1.8%,-,47.3%,-,-,未分红/不适用,18.1%,10,10,100,High,未知,通过,100,-
000686,CN,东北证券,-,通用,ROE、现金流、资产负债率,-,-,5.7%,2.9%,-,73.4%,-,-,未分红/不适用,-9.3%,10,20,100,High,未知,警惕,70,资产负债率偏高；近5年营收增长偏弱
000688,CN,国城矿业,-,通用,ROE、现金流、资产负债率,-,-,11.8%,6.9%,-,69.5%,-,-,未分红/不适用,29.5%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000690,CN,宝新能源,-,通用,ROE、现金流、资产负债率,-,-,7.4%,4.7%,-,41.6%,-,-,未分红/不适用,-2.1%,10,10,100,High,未知,通过,100,-
000695,CN,滨海能源,-,通用,ROE、现金流、资产负债率,-,-,-15.3%,27.6%,-,94.2%,-,-,未分红/不适用,4.0%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高
000697,CN,炼石航空,-,通用,ROE、现金流、资产负债率,-,-,-38.9%,36.5%,-,27.3%,-,-,未分红/不适用,17.4%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%
000700,CN,模塑科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,9.8%,15.1%,-,51.3%,-,-,未分红/不适用,-1.0%,10,10,100,High,未知,警惕,55,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大
000701,CN,厦门信达,-,通用,ROE、现金流、资产负债率,-,-,-148.1%,337.9%,-,76.8%,-,-,未分红/不适用,-26.1%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；近5年营收明显下滑
000702,CN,正虹科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,-8.9%,29.3%,-,47.0%,-,-,未分红/不适用,-8.2%,10,10,100,High,未知,排除,0,科技公司营收增长转负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000703,CN,恒逸石化,-,通用,ROE、现金流、资产负债率,-,-,17.0%,27.5%,-,72.3%,-,-,未分红/不适用,-3.3%,10,10,100,High,未知,警惕,55,10年ROE波动较大；10年净利润波动较大；资产负债率偏高
000705,CN,浙江震元,-,通用,ROE、现金流、资产负债率,-,-,4.7%,3.3%,-,32.5%,-,-,未分红/不适用,-10.9%,10,10,100,High,未知,排除,45,长期ROE低于5%；近5年营收增长偏弱
000707,CN,双环科技,-,科技,营收增长、自由现金流、研发投入效率,-,-,50.0%,181.1%,-,46.7%,-,-,未分红/不适用,-9.2%,10,10,100,High,未知,排除,0,科技公司营收增长转负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
000708,CN,中信特钢,-,通用,ROE、现金流、资产负债率,-,-,17.5%,6.2%,-,58.8%,-,-,未分红/不适用,2.2%,10,10,100,High,未知,通过,100,-
000709,CN,河钢股份,-,通用,ROE、现金流、资产负债率,-,-,12.4%,28.4%,-,74.8%,-,-,未分红/不适用,-5.7%,10,10,100,High,未知,警惕,55,10年ROE波动较大；资产负债率偏高；近5年营收增长偏弱
000710,CN,贝瑞基因,-,通用,ROE、现金流、资产负债率,-,-,1.7%,15.0%,-,34.2%,-,-,未分红/不适用,-10.1%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱
000712,CN,锦龙股份,-,通用,ROE、现金流、资产负债率,-,-,-0.9%,8.7%,-,66.7%,-,-,未分红/不适用,-2.0%,10,20,100,High,未知,排除,5,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%
000713,CN,国投丰乐,-,通用,ROE、现金流、资产负债率,-,-,11.8%,25.5%,-,29.7%,-,-,未分红/不适用,2.6%,10,10,100,High,未知,警惕,85,10年ROE波动较大
000715,CN,中兴商业,-,通用,ROE、现金流、资产负债率,-,-,7.1%,1.7%,-,25.1%,-,-,未分红/不适用,-3.7%,10,10,100,High,未知,通过,100,-
000716,CN,黑芝麻,-,通用,ROE、现金流、资产负债率,-,-,13.0%,30.4%,-,42.3%,-,-,未分红/不适用,-13.5%,10,10,100,High,未知,排除,15,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
000717,CN,中南股份,-,通用,ROE、现金流、资产负债率,-,-,27.9%,40.1%,-,63.4%,-,-,未分红/不适用,-12.9%,10,10,100,High,未知,排除,15,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱
000718,CN,苏宁环球,-,通用,ROE、现金流、资产负债率,-,-,10.2%,6.2%,-,29.7%,-,-,未分红/不适用,-17.5%,10,10,100,High,未知,排除,60,近5年营收明显下滑
000719,CN,中原传媒,-,通用,ROE、现金流、资产负债率,-,-,10.7%,1.1%,-,35.4%,-,-,未分红/不适用,0.2%,10,10,100,High,未知,通过,100,-
000720,CN,新能泰山,-,通用,ROE、现金流、资产负债率,-,-,-0.5%,30.3%,-,58.3%,-,-,未分红/不适用,-23.5%,10,10,100,High,未知,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑
000722,CN,湖南发展,-,通用,ROE、现金流、资产负债率,-,-,3.2%,1.2%,-,10.1%,-,-,未分红/不适用,-7.6%,10,10,100,High,未知,排除,45,长期ROE低于5%；近5年营收增长偏弱
000723,CN,美锦能源,-,通用,ROE、现金流、资产负债率,-,-,8.8%,10.5%,-,65.2%,-,-,未分红/不适用,-4.2%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000725,CN,京东方Ａ,-,通用,ROE、现金流、资产负债率,-,-,6.3%,6.6%,-,52.5%,-,-,未分红/不适用,-1.9%,10,10,100,High,未知,警惕,85,10年净利润波动较大
000726,CN,鲁  泰Ａ,-,通用,ROE、现金流、资产负债率,-,-,8.0%,4.2%,-,28.2%,-,-,未分红/不适用,3.0%,10,10,100,High,未知,通过,100,-
