综合优质分,优质池等级,入选来源,优质排序理由,风险扣分,股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
94.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE27.4%；ROE波动8.2%；数据质量High；AI优质候选；PE18.94；PB3.21,-,603170,CN,宝立食品,-,消费,ROE、毛利率稳定性、分红稳定性,18.94,3.21,27.4%,8.2%,-,26.2%,-,-,未分红/不适用,16.8%,8,8,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,ROE高达27.4%且波动仅8.2%，净利润波动低（0.42），近5年无亏损且经营现金流持续为正，资产负债率仅26.2%，财务稳健。营收5年CAGR 16.8%，增长良好。数据质量高，8年数据支撑。,未分红可能影响收益型投资者；商誉和利息覆盖倍数缺失，需关注潜在负债或并购风险；行业未明，需确认竞争格局。,关注分红政策变化；补充商誉和利息覆盖数据；分析行业地位及增长可持续性；验证自由现金流趋势。,deepseek-chat,否,规则质量评级与AI评级一致；数据历史未满10年，长期质量结论仍需补充更长周期验证
94.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE24.9%；ROE波动7.5%；数据质量High；AI优质候选；PE24.06；PB2.87,-,920112,CN,巴兰仕,-,通用,ROE、现金流、资产负债率,24.06,2.87,24.9%,7.5%,-,21.3%,-,-,未分红/不适用,10.8%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE平均24.9%，波动仅7.5%，盈利能力强且稳定；近5年无亏损，经营现金流持续为正；资产负债率21.3%极低，财务风险小；营收5年CAGR 10.8%，增长稳健。整体财务质量优秀，值得优先研究。,未分红可能影响部分投资者偏好；行业属性未知，需关注行业周期与竞争格局；商誉和利息覆盖倍数数据缺失，但低负债率下风险可控。,关注行业前景、公司竞争优势及未来增长驱动；验证现金流与利润匹配度；了解不分红原因及资本配置计划。,deepseek-chat,否,规则质量评级与AI评级一致
94.9,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE23.1%；ROE波动6.8%；数据质量High；AI优质候选；PE24.47；PB2.55,-,920271,CN,邦德股份,-,通用,ROE、现金流、资产负债率,24.47,2.55,23.1%,6.8%,-,20.2%,-,-,未分红/不适用,13.2%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值23.1%，波动仅6.8%，盈利质量高且稳定；净利润波动系数0.49，近5年无亏损且经营现金流持续为正；资产负债率20.2%极低，财务风险小；营收5年CAGR 13.2%，增长稳健。整体财务质量优秀，值得优先研究。,未分红可能影响部分投资者偏好；行业属性未知，需关注行业周期与竞争格局；无商誉及利息数据，但低负债率下风险可控。,关注行业前景、公司竞争优势及未来增长驱动；跟踪分红政策变化；验证现金流与利润匹配度。,deepseek-chat,否,规则质量评级与AI评级一致
94.8,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE15.1%；ROE波动1.7%；数据质量High；AI优质候选；PE9.59；PB1.78,-,000999,CN,华润三九,-,通用,ROE、现金流、资产负债率,9.59,1.78,15.1%,1.7%,-,34.6%,-,-,未分红/不适用,19.4%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值15.1%且波动仅1.7%，净利润波动0.38，近5年无亏损且经营现金流持续为正，资产负债率34.6%较低，营收5年CAGR达19.4%，显示高质量、稳定增长和良好现金流。,未提供商誉占比和利息覆盖倍数，需关注潜在商誉减值风险；分红稳定性标注为未分红，可能影响收益型投资者。,关注商誉占比及减值测试、利息覆盖倍数、分红政策变化，以及营收增长可持续性。,deepseek-chat,否,规则质量评级与AI评级一致
94.8,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE20.4%；ROE波动4.0%；数据质量High；AI优质候选；PE50.89；PB5.67,-,300124,CN,汇川技术,-,通用,ROE、现金流、资产负债率,50.89,5.67,20.4%,4.0%,-,47.9%,-,-,未分红/不适用,25.9%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE平均20.4%，波动仅4%，盈利能力强且稳定；近5年无亏损、经营现金流持续为正；营收5年CAGR达25.9%，增长突出；资产负债率47.9%适中，财务结构稳健。,未分红可能影响部分投资者偏好；商誉占比和利息覆盖倍数数据缺失，需关注潜在负债或并购风险；行业竞争加剧可能影响增长持续性。,关注未来分红政策变化；补充商誉及利息覆盖数据；跟踪营收增长能否维持高增速；观察行业周期波动对盈利的影响。,deepseek-chat,否,规则质量评级与AI评级一致
94.8,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE15.5%；ROE波动4.9%；数据质量High；AI优质候选；PE11.94；PB1.82,-,600233,CN,圆通速递,-,通用,ROE、现金流、资产负债率,11.94,1.82,15.5%,4.9%,-,34.9%,-,-,未分红/不适用,13.6%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值15.5%且波动仅4.9%，净利润波动低（0.46），近5年无亏损且经营现金流持续为正，资产负债率34.9%较低，营收5年CAGR达13.6%，显示稳定增长与良好盈利能力。,未分红可能影响部分投资者偏好；行业竞争激烈，需关注市场份额变化；商誉占比和利息覆盖倍数数据缺失，需进一步核实。,关注未来分红政策变化；跟踪营收增长可持续性及行业竞争格局；补充商誉和利息覆盖数据以评估财务风险。,deepseek-chat,否,规则质量评级与AI评级一致
94.8,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE15.5%；ROE波动5.0%；数据质量High；AI优质候选；PE28.65；PB4.04,-,920221,CN,易实精密,-,通用,ROE、现金流、资产负债率,28.65,4.04,15.5%,5.0%,-,22.2%,-,-,未分红/不适用,23.1%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE 15.5%且波动仅5%，净利润波动0.73，近5年无亏损和负经营现金流，资产负债率22.2%极低，5年营收CAGR 23.1%增长强劲。财务质量、稳定性和增长均突出。,未分红可能影响收益预期；FCF数据缺失需关注现金流质量；行业属性未明，需验证可持续性。,关注未来FCF趋势、分红政策变化、行业竞争格局及增长驱动因素。,deepseek-chat,否,规则质量评级与AI评级一致
94.7,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE27.4%；ROE波动9.1%；数据质量High；AI优质候选；PE24.52；PB5.63,-,920663,CN,明阳科技,-,科技,营收增长、自由现金流、研发投入效率,24.52,5.63,27.4%,9.1%,-,21.8%,-,-,未分红/不适用,24.6%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE高达27.4%，波动仅9.1%，盈利稳定且优秀；近5年无亏损、经营现金流从未为负，财务健康；资产负债率仅21.8%，偿债风险低；5年营收CAGR达24.6%，增长强劲。数据质量高，综合表现突出。,未分红可能影响部分投资者偏好；行业属性未知，需关注行业周期与竞争格局；5年平均FCF缺失，需进一步验证现金流质量。,关注行业前景与竞争壁垒；验证自由现金流趋势；了解不分红原因及未来分红政策；跟踪营收增长可持续性。,deepseek-chat,否,规则质量评级与AI评级一致
94.6,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE26.7%；ROE波动5.8%；数据质量High；AI优质候选；PE9.15；PB2.63,-,000568,CN,泸州老窖,-,通用,ROE、现金流、资产负债率,9.15,2.63,26.7%,5.8%,-,23.0%,-,-,未分红/不适用,5.7%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值26.7%，波动仅5.8%，盈利质量极高且稳定；净利润波动0.58，近5年无亏损、经营现金流从未为负，财务健康；资产负债率23%极低，无商誉风险。营收CAGR 5.7%稳健增长，现金流充裕，是典型的高质量白酒龙头。,行业竞争加剧、消费需求变化可能影响增长；分红稳定性数据缺失，需确认分红政策；营收增速仅5.7%，成长性相对有限。,关注分红政策及历史分红率；跟踪营收增速是否持续；观察行业景气度及竞争格局变化。,deepseek-chat,否,规则质量评级与AI评级一致
94.6,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE19.4%；ROE波动1.9%；数据质量High；AI优质候选；PE31.48；PB5.53,-,002595,CN,豪迈科技,-,科技,营收增长、自由现金流、研发投入效率,31.48,5.53,19.4%,1.9%,-,18.5%,-,-,未分红/不适用,16.5%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE平均19.4%且波动仅1.9%，净利润波动0.48，近5年无亏损且经营现金流持续为正，资产负债率仅18.5%，财务质量优秀。营收5年CAGR达16.5%，增长稳健。,未分红可能影响部分投资者偏好；行业属性未知，需关注竞争格局；自由现金流数据缺失，需进一步验证现金流质量。,关注自由现金流趋势、行业竞争地位、分红政策变化及未来增长驱动因素。,deepseek-chat,否,规则质量评级与AI评级一致
94.6,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE17.2%；ROE波动3.3%；数据质量High；AI优质候选；PE11.80；PB4.83,-,003006,CN,百亚股份,-,通用,ROE、现金流、资产负债率,11.80,4.83,17.2%,3.3%,-,31.3%,-,-,未分红/不适用,24.3%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值17.2%且波动仅3.3%，净利润波动0.45，近5年无亏损且经营现金流持续为正，资产负债率31.3%较低，营收5年CAGR达24.3%，显示高质量、稳定增长和良好现金流。,未分红可能影响收益预期；行业竞争加剧或需求变化可能影响增长持续性；缺乏商誉和利息覆盖数据，需关注潜在负债风险。,关注分红政策变化；跟踪营收增长可持续性及利润率趋势；监控资产负债率变动及现金流质量。,deepseek-chat,否,规则质量评级与AI评级一致
94.6,核心优质池,规则通过；规则质量优质候选；AI优质候选,规则质量100；ROE18.4%；ROE波动2.7%；数据质量High；AI优质候选；PE22.01；PB3.98,-,300685,CN,艾德生物,-,通用,ROE、现金流、资产负债率,22.01,3.98,18.4%,2.7%,-,12.4%,-,-,未分红/不适用,6.9%,10,10,100,High,未知,通过,100,优质候选,100,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,-,优质候选,High,10年ROE均值18.4%且波动仅2.7%，净利润波动0.47，近5年无亏损且经营现金流持续为正，资产负债率仅12.4%，财务质量优秀且稳定。营收5年CAGR 6.9%显示稳健增长，适合优先研究。,未分红可能影响部分投资者偏好；营收增速一般，需关注行业竞争及新产品拓展；商誉和利息覆盖数据缺失，但低负债率下风险可控。,关注营收增长能否加速；跟踪研发投入及新产品获批情况；观察分红政策变化；监控资产负债率及现金流趋势。,deepseek-chat,否,规则质量评级与AI评级一致
